@relation 'bad_mem_access_and_false_sharing-weka.filters.unsupervised.attribute.Remove-R3-8,10-13,15'

@attribute r0149 numeric
@attribute r0151 numeric
@attribute r20f0 numeric
@attribute r04b8 numeric
@attribute status {good,badfs,badma}

@data
5962.913964,4770217.62132,8702532.637,4476131.10433,badfs
4543.463472,19901.966943,6641.193204,1404.423302,good
11518.584762,6040914.31529,11274022.3538,5718389.61238,badfs
4171.92828,21149.50934,7453.448351,1406.337304,good
15546.239845,7623613.05926,13843144.5601,5646377.60555,badfs
3967.627612,21590.732619,6389.36352,1745.546728,good
20774.328601,9441872.65823,15560974.2198,5341578.40283,badfs
2644.465783,13559.433735,1196.418272,221.005153,good
2720.857784,7286.521648,931.022563,149.842687,good
2888.329965,17637.91262,7425.260318,1431.447756,good
7768.81061,5050827.45793,9361726.89749,4610957.38527,badfs
4217.520635,23168.757085,7015.799111,1467.232366,good
11738.76361,6066405.42437,11347844.3312,5783510.00668,badfs
3414.262389,18588.886573,7935.96793,1810.445534,good
13939.324988,7891430.36071,14257140.3263,5773448.861,badfs
3715.330098,20040.808845,8776.467635,1624.760142,good
20484.910603,9399961.34363,15538496.8352,5327637.44218,badfs
2543.801011,10849.952852,1220.22911,188.801638,good
1423.140139,7938.095966,848.397829,157.044036,good
2684.771213,14590.789694,7207.808835,1480.523544,good
8557.542719,5711612.78074,10584251.3469,4779625.70781,badfs
2086.853334,13998.88561,7271.047313,1590.179918,good
9170.030794,6118828.846,11484867.2453,5868925.42108,badfs
2165.333173,14290.598129,7595.368731,1999.428438,good
12398.136084,7688478.41695,13888633.8917,5674762.60181,badfs
3283.132299,15054.626316,7732.539057,1763.291602,good
14479.366693,9424330.45867,15579801.7953,5326834.08419,badfs
32121.728045,5603995.30216,4748294.83026,199.236035,good
33724.445722,5673621.67825,4688892.56527,48.594302,good
40824.091792,5813663.91369,4461039.48975,720.07322,good
41218.543637,8666446.12667,7250658.9517,1827872.89852,badfs
33733.196892,6979667.52535,2412886.67478,675.821308,good
88191.718838,9810564.67298,8936075.48856,2234032.82245,badfs
89568.079543,8075647.02841,7334527.11727,3575.33892,good
77212.132605,11064829.3771,13655700.1835,2415258.6229,badfs
255440.229857,6675254.44796,9529530.70097,3473.281266,good
70144.170718,11216023.1985,9834515.30875,2399885.00271,badfs
9749.392041,5915920.31006,4962165.99631,46.346513,good
9588.368883,5947976.55749,5039706.65315,92.687735,good
689193.105956,79210889.5742,78013779.7356,5104.608493,badma
8861.368524,5865113.14213,5148875.41849,885.458939,good
12786.941659,8481685.55745,9072644.73911,2195425.77025,badfs
697096.266037,81540122.9082,75272156.1637,12028.01429,badma
11216.862645,6091828.05226,5513196.43286,827.500824,good
20757.654278,8955693.37581,9986627.30818,2283810.17284,badfs
686854.689404,81386936.768,74397802.952,27655.458813,badma
10200.919502,5857992.07693,5487892.8176,1550.553451,good
25991.737744,9784602.12009,10935180.1214,2267384.73005,badfs
683220.69249,81453251.8131,67982322.3414,49374.538826,badma
11950.564456,5415049.90715,3256342.1686,1176.260752,good
27895.751039,10362929.1798,11662410.8495,2108103.99377,badfs
642365.977448,86127933.5049,73257752.6471,209293.466258,badma
4824.417717,6000678.25426,5020219.36592,69.710623,good
5380.411765,5958452.7709,5045262.13445,62.333362,good
1094673.56274,80254339.0005,78586766.4313,6566.36421,badma
5706.692549,5991210.46986,4990052.58718,807.119634,good
9569.343657,8386438.91254,9315443.77168,2143381.90897,badfs
1094788.51306,82637902.8763,80846770.7483,11893.132283,badma
6543.745963,5928155.50586,5174511.42128,917.116778,good
15793.54221,8682346.69562,9554598.53385,2286179.78827,badfs
1093371.37249,83709656.2592,76923904.1288,23471.001894,badma
5612.748055,6013161.61521,4978861.79694,1557.380245,good
21903.245008,9386024.33062,10810460.6361,2259898.13453,badfs
1012254.3958,86126633.0319,74683450.9586,64767.190847,badma
8247.431588,6219112.3634,4800489.27971,8081.19508,good
17065.187571,10190648.8736,11526716.9484,2124108.35029,badfs
926587.45073,88820508.4996,78215409.1677,239844.535761,badma
3551.178947,6023175.60217,5065613.47912,75.796112,good
3647.43346,6006687.4649,5062195.40466,60.072436,good
1435303.17061,97403946.5107,96125434.2674,7783.166209,badma
3655.00643,6022476.48316,4960666.93421,675.284422,good
7840.77773,8399454.71326,9298758.96269,2111469.62575,badfs
1423365.82249,102785759.107,98880853.689,11352.10511,badma
4201.165236,6030746.40819,4937411.22097,777.813599,good
9060.552095,8563672.06091,9802677.53047,2294496.55627,badfs
1414824.06934,98096697.5647,89946597.364,37107.183721,badma
4224.43474,5904736.24137,4707476.26264,1998.989523,good
11259.194821,9423179.55136,10961875.804,2243302.46686,badfs
1321914.26414,109086861.039,100013099.914,96260.41722,badma
4241.777286,6037649.84812,5230790.4692,8907.140233,good
14306.799366,9941784.81797,11418575.4815,2096720.22549,badfs
1336851.36641,118826150.903,108667356.412,327070.676254,badma
3253.86247,6044897.62543,5111233.08671,90.988007,good
3809.2691,6037820.53332,5100392.60693,86.51257,good
1830473.4969,80802306.4626,79645804.7384,7381.426485,badma
3893.002351,6054954.52489,5077874.63898,914.42819,good
6110.348199,8286398.07688,9297604.00776,2044510.59088,badfs
1826066.75458,82366568.8781,79304293.6298,10947.69121,badma
2989.106908,6011062.13503,5060368.53898,753.659945,good
9486.095446,8530906.58307,9703769.22695,2299367.78995,badfs
1823052.4006,84986269.3571,79953886.5641,29544.573606,badma
4018.996498,6067126.82359,5157305.84286,2601.458257,good
11197.230409,9312014.8882,10990516.227,2260644.71493,badfs
1686280.99384,87602530.5973,80259727.6712,66560.709845,badma
4099.660902,5957745.08203,5170015.60324,12262.26884,good
11670.254291,10057984.8178,11507086.9314,2122755.56495,badfs
1551120.26513,90447829.8104,79712143.7187,261795.618398,badma
2353.676962,6035478.07991,5143133.26292,58.75846,good
2965.975323,6037070.77053,5135829.50666,76.073463,good
2246422.1291,80984719.7735,79976578.8627,8343.87025,badma
3526.76221,6041020.06761,5127406.53093,784.942187,good
4921.505539,8405600.82585,9326086.81888,2124887.24106,badfs
2239075.52534,82628843.5829,79763454.4016,12307.351737,badma
3169.688917,6030256.52813,5119359.10785,935.356416,good
7865.289575,8557045.13723,9753441.65401,2290264.06426,badfs
2233344.881,84928587.1371,78741050.4604,29052.200752,badma
2694.294695,6009526.61939,5109137.5828,2989.875806,good
9655.386629,9302612.19786,10948690.0701,2258020.99439,badfs
2065130.49119,87454439.4187,78568309.4107,71556.276243,badma
2925.808157,5949264.60228,5023330.39816,11273.993501,good
11935.379672,10068592.8061,11441532.5552,2114567.24754,badfs
1918762.4076,90260953.1886,79632888.8304,251792.217582,badma
20914.989512,2778407.3026,2638447.55909,68.155959,good
16805.579596,3138996.94767,2637655.6237,81.434072,good
20233.607572,2941687.97369,3205279.21754,610.128599,good
21783.107661,4738720.89034,6805808.64804,1895205.56204,badfs
38162.80404,3380378.13373,3588796.05161,2161.73212,good
21205.362192,5643334.01271,7186817.38705,2078820.4948,badfs
22420.900213,3146217.85308,2388438.37879,22239.090048,good
23375.454139,5915989.01359,9599232.31227,2203377.98568,badfs
323641.18493,2502361.82899,2950615.56245,29165.364107,good
26320.38386,7129428.85234,10871390.4051,2377134.67543,badfs
18528.158555,51323608.1605,3027604.08331,48.153951,good
16322.365807,51302028.1257,3054400.84292,48.015682,good
15662.130032,51697375.2342,3064485.08034,573.630706,good
17390.099126,52367414.6669,7248797.46582,1963334.04768,badfs
15325.765267,53095559.8581,3252499.04597,731.800331,good
18182.158702,52444822.3055,7561683.03782,2185237.57166,badfs
15601.459679,53144761.6202,3076638.88675,805.630862,good
20712.065897,53410834.4713,8485875.71619,2113038.52339,badfs
16474.082609,53116606.3157,3287360.419,1201.443774,good
26226.377545,54040029.7579,9071246.61954,2080475.69991,badfs
43564.840394,71262979.3297,2888943.9775,3105.010336,good
42877.270607,71300168.2302,2859416.40562,3076.115784,good
43638.5246,71285816.9228,2835834.58468,3431.611115,good
47282.836382,67541629.4912,7026620.42455,2008179.857,badfs
43163.010097,70883496.4986,2863593.64474,569.890331,good
49801.551943,67448803.6423,7375720.93437,2141449.09213,badfs
43451.242246,70665164.7456,2815109.20312,3576.669608,good
50369.100882,68209836.4138,8089160.82238,2081603.49039,badfs
43767.964099,71729688.4263,2861404.05996,2820.13103,good
53165.561372,69281145.3427,8816133.63123,2066381.40234,badfs
15646.918554,63941485.7078,2943620.74462,322.479437,good
15267.778558,63871292.3664,2948121.36265,44.262466,good
15566.306249,63925498.8118,2939213.95837,362.257768,good
18144.899409,63305128.8741,7046151.56381,1935765.85175,badfs
15312.397326,64020854.2298,2912189.194,398.538142,good
19678.032431,63392949.4066,7275099.77947,2131093.44108,badfs
15150.10372,64041539.961,2949708.52033,429.067479,good
21980.799066,63475613.3227,7282660.07799,2137715.85739,badfs
15866.751692,63972583.8285,2966676.94961,419.535148,good
26983.577446,63568709.2654,7297464.53724,2134180.83429,badfs
16063.263201,42442231.0605,2629022.49223,54.982631,good
15598.923244,42443188.4979,2632876.58228,541.012357,good
16103.371912,42424774.7745,2632790.97831,1530.372689,good
19314.662273,45858468.8943,6620703.01459,1940386.06656,badfs
15721.021358,42495974.7024,2632558.65991,1086.356489,good
22037.983384,46253808.4076,7032837.0033,2127663.7611,badfs
15771.73227,42452782.5028,2629678.06607,1032.756528,good
25383.67063,46327477.9165,7155885.39974,2150339.3376,badfs
15794.955636,42493314.3924,2623556.50117,401.28505,good
28825.757698,46359371.4921,7190864.34775,2153160.70663,badfs
8784.394728,42425795.3695,2607494.22283,360.555382,good
9239.909715,42421193.4501,2609639.68374,545.327923,good
9337.435199,42421490.7834,2604998.89559,646.258499,good
12855.574078,44536275.2936,6519463.25804,1931192.83298,badfs
8953.517105,42428658.0692,2604093.09559,720.320059,good
17562.379471,44639358.9579,6802629.90572,2118385.13273,badfs
8966.382469,42400242.0477,2595849.00761,711.566985,good
17946.042136,45321800.6948,7842244.39913,2085473.97256,badfs
9303.396426,42447162.9987,2604913.37934,979.456305,good
21505.895998,45985590.6853,8517504.98066,2038307.26043,badfs
129948.173071,8223210.46901,5963666.72236,1567.171579,good
117904.632839,6444376.02776,5911220.98484,1155.01273,good
115871.266139,46951641.5219,45131426.388,1019.608879,badma
111045.919372,6925375.82985,5582577.41181,1116.881261,good
201846.35464,47870910.9846,44617050.7752,879.285881,badma
158887.263612,46393352.5528,148879579.15,1352.12347,badma
96602.537966,10503218.8513,10359386.3156,1363.911198,good
99069.793642,109789275.698,106296850.007,1618.751368,badma
93533.926034,78126606.2817,198443810.503,1266.416794,badma
47910.210278,7438703.00352,7554872.69767,1063.538194,good
63938.857571,69214683.7749,67177522.9277,1345.248241,badma
75178.290521,50958653.5808,136960037.08,1867.286556,badma
50177.524384,5883876.9549,6026755.097,496.399864,good
81716.569022,55675060.9014,55436890.5078,4603.601653,badma
54315.882451,38555507.0034,109746190.504,3405.068867,badma
45451.33831,6330462.11706,6678568.97304,558.378933,good
56455.898965,47211598.7827,45837302.7505,1721.630321,badma
85927.76592,48163407.8119,151953907.896,3164.743121,badma
37455.301735,12092913.1228,11851510.0529,548.928317,good
51027.0315,107522123.633,107598696.984,1481.659224,badma
67775.950252,78993862.8914,165476392.367,2423.547898,badma
31323.722608,8077128.87588,7575368.26105,379.101721,good
55338.509382,73637193.2795,73028733.0691,1061.700747,badma
43678.055293,51621468.6571,145716164.095,1452.149951,badma
24310.561059,6432007.24738,5942259.09676,423.922827,good
39198.960677,60122858.5582,59437911.0351,6517.774715,badma
28686.209483,38163182.0341,107504212.5,3305.747726,badma
26994.041947,6724350.02844,6076382.15653,590.194068,good
59264.047861,46504414.4241,45903535.425,2343.360553,badma
55200.547337,48323030.1188,154194017.628,2932.393727,badma
25809.092927,12809159.8997,11516709.1671,348.697319,good
62726.990231,106309949.32,105048543.768,1153.670667,badma
41849.728098,77966263.8625,156333377.561,1668.504332,badma
17035.305896,7837421.74751,7210229.14485,330.757873,good
67366.308395,77902308.1022,77538051.2569,1089.977923,badma
29237.887378,51702328.293,141385779.96,1287.315038,badma
12728.021209,6375037.35552,5901312.37802,305.461551,good
63628.278103,62798858.424,62377345.5039,689.034987,badma
22610.477405,38292126.3335,108334856.19,2773.368976,badma
18917.777128,6835417.82318,6164654.3832,264.871912,good
154725.27186,45913122.5242,45549845.8384,2310.550634,badma
35334.231822,48223035.6294,154691124.015,3132.981916,badma
13269.735273,12683153.0451,11570712.2514,306.471433,good
74423109.8341,80855171.8945,79904820.9679,1637.821811,badma
27434.176839,77407217.1318,159947574.46,1478.400505,badma
8672.122676,8069768.94513,7345042.02228,251.007046,good
45127809.0903,49330735.1263,48648489.3331,1201.191658,badma
21617.18644,51781801.3293,142408243.671,1780.248902,badma
7959.246842,6492392.29614,5864064.29373,175.800476,good
38033120.8355,40357932.2532,39853742.347,947.7893,badma
16749.716644,38397536.6921,108319137.021,2890.455944,badma
9221.689137,6847429.67437,6065946.91836,241.479845,good
43286909.1289,46337437.6154,45741372.154,6579.137111,badma
48300.279472,48324284.0191,154961975.118,3849.274303,badma
8930.04582,13076531.2491,11768122.505,200.267121,good
75471123.4424,80759879.6934,79843371.4201,688.792733,badma
26248.813137,77477432.0662,157287071.116,1841.536774,badma
8851.591275,8099348.2162,7241348.10362,102.298638,good
45676641.5817,49505726.9281,48863133.5394,860.172534,badma
20862.929038,51798073.7911,141758289.987,1813.715124,badma
6198.012789,6470876.97965,5878948.86961,197.116569,good
39398567.0176,40330317.6333,39844276.8742,1015.455849,badma
16946.354563,38448092.9587,108286020.873,2467.436049,badma
6095.768441,6799533.63388,6056931.35546,101.761689,good
44146081.0825,46248732.5766,45779884.5754,7271.638868,badma
31939.192437,48393012.2437,155239972.917,3214.884572,badma
6648.461336,13010007.8768,11708154.2124,121.015699,good
75186620.9265,80729655.645,79588715.1806,749.662834,badma
22258.325188,77533506.2151,159440647.346,1682.322674,badma
5670.495922,8080240.14813,7313609.10422,160.570057,good
45789934.1883,49507615.4567,48879644.2752,961.403733,badma
14553.566399,51787941.5767,141652625.58,1781.521403,badma
4330.758934,6460889.00685,5843313.95498,157.762025,good
39142075.0416,40424344.9343,39855904.1989,360.133373,badma
10393.472878,38421678.7886,108281207.868,2659.280386,badma
3427.638117,6841091.39817,6101124.89387,146.674327,good
44071384.3463,46344687.8419,45841572.4411,8956.851127,badma
27487.46833,48460949.3007,155306471.258,3643.322474,badma
4728.173116,13020380.6951,11785625.4895,77.629549,good
75620006.7504,87295532.4059,79624811.3784,534.683319,badma
20965.236132,77548575.1958,159534478.538,1490.496572,badma
3252.692731,8095358.43029,7294026.27854,133.368538,good
46160988.4162,55339860.2948,48913665.7449,674.123811,badma
14192.871321,51788935.8579,141808249.147,1235.028244,badma
3085.011002,6481145.59793,5832721.09167,116.479677,good
39312653.7148,44913102.2493,39757539.7501,3873.606116,badma
12357.710518,38465338.0749,108235803.5,3061.04168,badma
4621.542854,6855387.06855,6112802.48627,81.651985,good
44271777.9017,51662334.3705,45802847.0164,10200.041236,badma
28965.728941,48470978.865,155560077.29,4293.032946,badma
4649.923914,13072351.085,11746765.8901,155.522034,good
75612079.571,90108421.6493,79611811.4895,510.293296,badma
21991.004776,77462864.4516,159410607.802,1155.180637,badma
3283.203695,8082366.88764,7308098.80279,116.748649,good
46168560.658,55238021.36,48839413.7011,1316.791577,badma
13716.768461,51797509.2693,141862123.387,1877.940691,badma
2101.491654,6484120.7756,5845652.43205,119.255743,good
39385141.0607,44933091.6875,39937208.1751,459.513344,badma
10983.846707,38412460.3379,108221739.231,2275.762356,badma
2398.398449,6844167.42512,6091088.12614,145.345213,good
44342027.2469,51727131.0653,46039203.8205,8654.986652,badma
41192.440793,48480061.4735,155712708.453,3077.79296,badma
3819.887434,11899020.4798,10702438.9355,224.873099,good
69103895.3225,82448542.0191,72760497.1229,725.840129,badma
20169.217786,71015640.3638,143085569.757,1298.608043,badma
8836.272538,4127550.39095,4130089.54973,51.541133,good
7889.230356,3164526.16324,3104936.49615,96.626296,good
69151.390395,3203246.78988,3228811.94424,65.677001,good
24516680.4568,51222390.4523,3368421.9607,76.108191,badma
24467018.0658,51100115.2197,3217807.94162,83.272608,badma
11139.602563,4102322.6701,316411.259848,113.529433,good
13784.140651,4237027.6613,274184.041627,148.548272,good
14370.452496,4252460.00752,249365.289267,92.321719,good
11329.539508,4561355.17506,3080114.33379,95.381673,good
11178.927272,3999951.762,5921022.00881,97.947604,good
11463.711373,4033061.82494,6053923.10231,76.840357,good
13251.540661,6106770.78404,5967527.89944,98.487853,good
7832.149378,4968386.05858,4930417.71318,92.390963,good
147227.716533,5009748.16752,4952529.71254,70.920853,good
71330720.0832,88745211.0134,5132524.99238,290.230469,badma
71367078.6711,88739695.7014,5049693.50583,240.93596,badma
18673.845099,6504320.79316,291502.280965,116.204222,good
15160.282527,6127237.88448,367245.878861,94.477073,good
14830.854843,6114802.33706,300710.144367,169.491531,good
11106.547381,22207603.9479,5888480.3169,67.34413,good
14109.162492,5851570.36898,8116909.52986,91.202931,good
10548.557599,5856857.11391,8096102.71151,52.130002,good
3930.186696,6087356.60404,5991531.15191,53.042506,good
6955525.41906,101483358.906,5920719.1229,48.525951,badma
6968185.80108,101121253.789,7629545.90116,42.152682,badma
3712.560294,6027894.11372,6048415.80309,58.395782,good
22586158.3669,90144026.0676,5682654.61363,51.176985,badma
22562010.655,90005903.9001,5871818.60893,36.233412,badma
6469.773355,6793221.18501,275909.332912,112.616923,good
6284.688102,6055144.19121,213154.847287,75.364679,good
5897.785244,6059191.90257,210683.50762,79.416666,good
1636.680636,4091906.51203,4105541.24286,35.075769,good
6001589.13402,49829185.9476,17280175.8243,45.606894,badma
5983510.31786,49749775.4684,17666968.3941,14.068251,badma
2697.016004,4759946.81685,178821.154856,63.781377,good
2503.02216,4204417.65563,166617.783301,86.476549,good
3466.318008,4205851.20218,154035.044496,57.796366,good
1832.069715,31233143.0809,3461068.37227,31.037084,good
2303.792749,3955347.79952,6089752.36161,16.859742,good
1438.96085,4105801.47731,6274789.35961,31.055864,good
1281.08231,31246312.2679,3836645.59855,32.024109,good
1112.419549,3915218.36066,5036826.9726,35.793197,good
1187.97502,3996919.64188,5057713.39343,28.613136,good
2015.545733,6018172.14719,6034625.78892,61.560271,good
682872.009252,77388349.8142,5205445.12485,35.245889,badma
673609.629337,77392214.0036,5022582.47556,48.834514,badma
2145.05148,6022031.06815,6038948.91993,45.7768,good
107454.318828,77002042.1998,4985880.36289,47.675996,badma
91644.931944,76896394.8721,5028089.44762,31.599079,badma
1969.970208,6047209.12206,6038269.81996,46.732349,good
1624878.70582,78212004.3891,5642990.63966,69.833401,badma
1618163.28453,78199549.5216,5685213.28688,24.792288,badma
1765.601536,6059185.97089,6038965.75774,72.304854,good
1677.895203,4934085.73412,4893232.08457,392.310588,good
2745.583461,4932819.64075,4958675.84113,86.980376,good
73914.094046,76990993.9672,28814471.2759,113.307724,badma
63648.04744,76946040.8178,29131681.7696,64.205592,badma
1597.86597,5707349.60509,213659.358593,96.374566,good
1762.807771,5995975.67745,210991.559356,79.276429,good
1666.750266,5998206.19358,210185.831871,78.757601,good
1413.655883,6684420.2885,5500768.78214,52.266985,good
1673.37066,5682721.09645,8769152.87644,24.719396,good
1837.495732,5685042.0506,8757489.06893,26.729209,good
1750.449285,5695119.54777,7834410.14597,46.822202,good
1467.882199,5687849.61704,7826485.33377,36.33855,good
1519.494882,5597156.84709,7237607.556,29.417661,good
1508.460261,5598330.4997,7245711.32855,33.982238,good
1905.724017,6074500.48512,6054559.79859,82.554771,good
1906.86824,4914282.0917,4897988.90292,572.109414,good
1631.667745,4948296.1385,4958296.77863,82.707723,good
9469.702028,76891703.8527,5381846.13977,103.888265,badma
4552.081716,76876498.5168,5385478.94961,31.008398,badma
1678.512212,5656167.44482,204092.090332,84.796622,good
2406.488523,5994636.82957,210662.839662,102.015355,good
1570.239609,5989796.29593,214664.838224,83.242182,good
2447.311648,6070818.58504,6053750.80563,98.679407,good
1193.288101,4940893.70047,4903073.15188,405.993721,good
1710.171179,4972326.09122,4954149.78058,113.91344,good
10365.815292,76859707.9769,5305907.7773,139.348647,badma
6186.509968,76867462.9996,5687547.70178,65.669657,badma
1656.600697,5685444.67994,188694.678914,86.225099,good
1794.748136,5994339.61505,210436.638603,91.031264,good
1284.141172,5998504.7031,206655.436671,101.100052,good
1642.74521,5567081.19828,5449089.93643,26.667942,good
1581.393266,5655905.10274,8733467.25813,27.530124,good
1513.848615,5654175.05802,8739937.16422,35.807918,good
1393.596293,6060277.39409,6061789.82058,61.534799,good
1002.564841,4940561.65009,4909248.98568,268.526664,good
5551.902607,4977706.24787,4963079.06511,112.631954,good
15030.283113,76884559.4682,9074632.47034,58.387395,badma
13048.397078,76878263.306,9659999.42313,35.606555,badma
1638.237726,5688213.17053,196201.029806,66.602888,good
1774.37368,6003805.99402,208159.262024,75.056107,good
1749.289728,6003619.56893,216215.942154,122.028384,good
1637.188654,5979176.51913,5639765.94796,22.085739,good
1551.684003,5771744.03166,8314754.42744,13.511279,good
1727.931483,5770844.85613,8322365.32857,16.08147,good
1829.520786,6431571.7758,5578603.81615,15.281261,good
1992.566954,5691394.89209,7828028.15735,21.630184,good
1502.212836,5692368.97116,7826938.62005,36.504549,good
1192.336571,4134122.85235,4119077.26003,34.015773,good
965.792266,3170312.5066,3128877.28893,190.972275,good
2339.407874,3152258.66309,3159015.92795,52.987728,good
712587.52096,48886757.3327,48887190.5436,101.80429,badma
708450.327299,48886764.3299,48897193.3062,61.799738,badma
900.834241,30794767.8212,219303.333297,57.147923,good
1254.478983,4217752.95018,146588.426639,59.026568,good
893.694475,4220473.23807,148594.383002,71.342103,good
984.933898,30814204.4033,3784824.34379,26.438268,good
1448.592374,3956970.54133,6105533.61416,21.984117,good
1247.321843,4108799.41986,6313649.6948,19.791643,good
1241.012447,30824205.5866,3867362.89883,20.252283,good
1082.84354,3899505.24198,5055911.50065,13.503297,good
1016.125892,3973029.28456,5084256.97974,14.181861,good
1862.805226,6129584.28196,6086456.63789,87.658462,good
1797.905693,5007326.91043,4924905.96783,292.712509,good
1789.393482,4998331.14357,4977477.11691,108.188536,good
10565.248025,76886918.573,6989465.65903,73.711942,badma
9079.576669,76892646.9983,7635523.10049,59.604751,badma
1550.624471,5656344.00379,198761.906046,83.500877,good
1664.039018,5990390.97807,210116.791061,76.193127,good
1210.668232,5993502.99345,213698.714808,94.438639,good
